Creation Time: 2021_8_21-5-1-32
5-1-32 | [INFO] TZToxicZoneCore - Started ! => Loading config...
5-1-32 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
5-1-32 | [INFO] TZToxicZoneServer - Started
5-1-32 | [INFO] MVTZ Count:1
5-1-32 | [INFO] MovingToxicZone Spawned at X:2000 Y:5000
5-2-3 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
5-2-4 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
5-2-4 | [INFO] [LOOTSYSTEM]: TZCreature equal to 0!
5-2-4 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
5-2-4 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
5-2-4 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
5-2-4 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
5-2-4 | [INFO] Cases count:9
5-2-4 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8029.16 Y:339.823 Z:14642.8
5-2-4 | [INFO] AKM
5-2-4 | [INFO] Mag_AKM_30Rnd
5-2-4 | [INFO] PSO1Optic
5-2-4 | [INFO] Mag_AKM_Drum75Rnd
5-2-4 | [INFO] AK_RailHndgrd_Black
5-2-4 | [INFO] AmmoBox_545x39_20Rnd
5-2-4 | [INFO] AmmoBox_556x45_20Rnd
5-2-4 | [INFO] AmmoBox_762x39_20Rnd
5-2-4 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
5-2-4 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
5-2-4 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
5-2-4 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
5-2-4 | [INFO] Cases count:16
5-2-4 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1991.67 Y:450.258 Z:13825.1
5-2-4 | [INFO] AKM
5-2-4 | [INFO] Mag_AKM_30Rnd
5-2-4 | [INFO] Mag_AKM_30Rnd
5-2-4 | [INFO] PSO1Optic
5-2-4 | [INFO] AK_PlasticHndgrd
5-2-4 | [INFO] AK_RailHndgrd_Black
5-2-4 | [INFO] AK_Bayonet
5-2-4 | [INFO] ToxicCure
5-2-4 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
5-2-4 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
5-4-5 | [INFO] m_MovingToxicZoneLocations count:1
5-47-9 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
5-47-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
5-47-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
