Creation Time: 2021_8_31-17-1-13
17-1-13 | [INFO] TZToxicZoneCore - Started ! => Loading config...
17-1-13 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
17-1-13 | [INFO] TZToxicZoneServer - Started
17-1-56 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
17-1-57 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
17-1-57 | [INFO] [LOOTSYSTEM]: TZCreature equal to 0!
17-1-57 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
17-1-57 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
17-1-57 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
17-1-57 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-1-57 | [INFO] Cases count:9
17-1-57 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7832.35 Y:357.1 Z:14794
17-1-57 | [INFO] AmmoBox_556x45_20Rnd
17-1-57 | [INFO] AmmoBox_762x39_20Rnd
17-1-57 | [INFO] AmmoBox_762x54_20Rnd
17-1-57 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-1-57 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
17-1-57 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
17-1-57 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-1-57 | [INFO] Cases count:16
17-1-57 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1674.71 Y:445.625 Z:13883.6
17-1-57 | [INFO] SVD
17-1-57 | [INFO] PSO1Optic
17-1-57 | [INFO] ToxicCure
17-1-57 | [INFO] AmmoBox_545x39_20Rnd
17-1-57 | [INFO] AmmoBox_556x45_20Rnd
17-1-57 | [INFO] AmmoBox_762x54_20Rnd
17-1-57 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-1-57 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
17-47-2 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
17-47-2 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
17-47-2 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
17-47-2 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-47-2 | [INFO] Cases count:9
17-47-2 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8010.2 Y:340.288 Z:14654.2
17-47-2 | [INFO] AKM
17-47-2 | [INFO] Mag_AKM_30Rnd
17-47-2 | [INFO] Mag_AKM_30Rnd
17-47-2 | [INFO] PSO1Optic
17-47-2 | [INFO] AK_PlasticHndgrd
17-47-2 | [INFO] AK_FoldingBttstck_Black
17-47-2 | [INFO] ToxicCure
17-47-2 | [INFO] AmmoBox_545x39_20Rnd
17-47-2 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-47-2 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
17-47-2 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
17-47-2 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-47-2 | [INFO] Cases count:16
17-47-2 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1534.48 Y:452.701 Z:14176.8
17-47-2 | [INFO] M4A1
17-47-2 | [INFO] M4_MPHndgrd
17-47-2 | [INFO] M4_Suppressor
17-47-2 | [INFO] ToxicCure
17-47-2 | [INFO] AmmoBox_545x39_20Rnd
17-47-2 | [INFO] AmmoBox_556x45_20Rnd
17-47-2 | [INFO] AmmoBox_762x39_20Rnd
17-47-2 | [INFO] AmmoBox_762x54_20Rnd
17-47-2 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-47-2 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
18-32-2 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
18-32-2 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
18-32-2 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
18-32-2 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
18-32-2 | [INFO] Cases count:9
18-32-2 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8040.3 Y:340.252 Z:14611.3
18-32-2 | [INFO] ToxicCure
18-32-2 | [INFO] AmmoBox_545x39_20Rnd
18-32-2 | [INFO] AmmoBox_762x39_20Rnd
18-32-2 | [INFO] AmmoBox_762x54_20Rnd
18-32-2 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
18-32-2 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
18-32-2 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
18-32-2 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
18-32-2 | [INFO] Cases count:16
18-32-2 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1705.13 Y:452.415 Z:14171.1
18-32-2 | [INFO] AK74
18-32-2 | [INFO] AK74_WoodBttstck
18-32-2 | [INFO] AK_Bayonet
18-32-2 | [INFO] AK_FoldingBttstck_Black
18-32-2 | [INFO] Mag_AK74_30Rnd
18-32-2 | [INFO] FAL
18-32-2 | [INFO] Fal_FoldingBttstck
18-32-2 | [INFO] Fal_OeBttstck
18-32-2 | [INFO] Mag_FAL_20Rnd
18-32-2 | [INFO] ACOGOptic
18-32-2 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
18-32-2 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
19-17-2 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-2 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
