Creation Time: 2021_8_28-17-1-16
17-1-16 | [INFO] TZToxicZoneCore - Started ! => Loading config...
17-1-16 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
17-1-16 | [INFO] TZToxicZoneServer - Started
17-1-58 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
17-1-59 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
17-1-59 | [INFO] [LOOTSYSTEM]: TZCreature equal to 0!
17-1-59 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
17-1-59 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
17-1-59 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
17-1-59 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-1-59 | [INFO] Cases count:9
17-1-59 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
17-1-59 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7903.3 Y:339.05 Z:14637.4
17-1-59 | [INFO] AK74
17-1-59 | [INFO] AK74_WoodBttstck
17-1-59 | [INFO] AK_Bayonet
17-1-59 | [INFO] AK_FoldingBttstck_Black
17-1-59 | [INFO] AK_Suppressor
17-1-59 | [INFO] Mag_AK74_30Rnd
17-1-59 | [INFO] AmmoBox_545x39_20Rnd
17-1-59 | [INFO] AmmoBox_556x45_20Rnd
17-1-59 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-1-59 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
17-1-59 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
17-1-59 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-1-59 | [INFO] Cases count:16
17-1-59 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1380.56 Y:464.444 Z:14427.8
17-1-59 | [INFO] SVD
17-1-59 | [INFO] AK74
17-1-59 | [INFO] AK74_WoodBttstck
17-1-59 | [INFO] AK_Suppressor
17-1-59 | [INFO] Mag_AK74_30Rnd
17-1-59 | [INFO] FAL
17-1-59 | [INFO] Fal_FoldingBttstck
17-1-59 | [INFO] Fal_OeBttstck
17-1-59 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-1-59 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
17-47-3 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
17-47-3 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
17-47-3 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
17-47-3 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-47-3 | [INFO] Cases count:9
17-47-3 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:7812.99 Y:356.012 Z:14783.9
17-47-3 | [INFO] M4A1
17-47-3 | [INFO] ACOGOptic
17-47-3 | [INFO] M4_CarryHandleOptic
17-47-3 | [INFO] M4_CQBBttstck
17-47-3 | [INFO] M4_MPHndgrd
17-47-3 | [INFO] M4_RISHndgrd
17-47-3 | [INFO] ToxicCure
17-47-3 | [INFO] AmmoBox_545x39_20Rnd
17-47-3 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-47-3 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
17-47-3 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
17-47-3 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-47-3 | [INFO] Cases count:16
17-47-3 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1888.66 Y:449.046 Z:13704.1
17-47-3 | [INFO] AmmoBox_545x39_20Rnd
17-47-3 | [INFO] AmmoBox_556x45_20Rnd
17-47-3 | [INFO] AmmoBox_762x39_20Rnd
17-47-3 | [INFO] AmmoBox_762x54_20Rnd
17-47-3 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-47-3 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
18-32-9 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
18-32-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
18-32-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
18-32-9 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
18-32-9 | [INFO] Cases count:9
18-32-9 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7832.35 Y:357.1 Z:14794
18-32-9 | [INFO] AK74
18-32-9 | [INFO] AK_RailHndgrd_Black
18-32-9 | [INFO] AK_Bayonet
18-32-9 | [INFO] Mag_AK74_30Rnd
18-32-9 | [INFO] FAL
18-32-9 | [INFO] Fal_FoldingBttstck
18-32-9 | [INFO] Fal_OeBttstck
18-32-9 | [INFO] ToxicCure
18-32-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
18-32-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
18-32-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
18-32-9 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
18-32-9 | [INFO] Cases count:16
18-32-9 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1696.09 Y:456.485 Z:14179.1
18-32-9 | [INFO] AK74
18-32-9 | [INFO] AK74_WoodBttstck
18-32-9 | [INFO] AK_Bayonet
18-32-9 | [INFO] AK_FoldingBttstck_Black
18-32-9 | [INFO] AK_Suppressor
18-32-9 | [INFO] Mag_AK74_30Rnd
18-32-9 | [INFO] ToxicCure
18-32-9 | [INFO] AmmoBox_545x39_20Rnd
18-32-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
18-32-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
19-17-9 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
19-17-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
19-17-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
