Creation Time: 2021_8_23-9-1-30
9-1-30 | [INFO] TZToxicZoneCore - Started ! => Loading config...
9-1-30 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
9-1-30 | [INFO] TZToxicZoneServer - Started
9-2-8 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
9-2-9 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
9-2-9 | [INFO] [LOOTSYSTEM]: TZCreature equal to 0!
9-2-9 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
9-2-9 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
9-2-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
9-2-9 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
9-2-9 | [INFO] Cases count:9
9-2-9 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7903.3 Y:339.05 Z:14637.4
9-2-9 | [INFO] AmmoBox_545x39_20Rnd
9-2-9 | [INFO] AmmoBox_556x45_20Rnd
9-2-9 | [INFO] AmmoBox_762x39_20Rnd
9-2-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-2-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
9-2-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
9-2-9 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
9-2-9 | [INFO] Cases count:16
9-2-9 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1988.6 Y:450.254 Z:13817
9-2-9 | [INFO] AK74
9-2-9 | [INFO] AK_RailHndgrd_Black
9-2-9 | [INFO] AK74_WoodBttstck
9-2-9 | [INFO] AK_Bayonet
9-2-9 | [INFO] AK_FoldingBttstck_Black
9-2-9 | [INFO] Mag_AK74_30Rnd
9-2-9 | [INFO] AmmoBox_762x39_20Rnd
9-2-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-2-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
9-47-9 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
9-47-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
9-47-9 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
9-47-9 | [INFO] Cases count:9
9-47-9 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
9-47-9 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8010.2 Y:340.288 Z:14654.2
9-47-9 | [INFO] M4A1
9-47-9 | [INFO] M4_CarryHandleOptic
9-47-9 | [INFO] M4_CQBBttstck
9-47-9 | [INFO] AmmoBox_545x39_20Rnd
9-47-9 | [INFO] AmmoBox_556x45_20Rnd
9-47-9 | [INFO] AmmoBox_762x39_20Rnd
9-47-9 | [INFO] AmmoBox_762x54_20Rnd
9-47-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-47-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
9-47-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
9-47-9 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
9-47-9 | [INFO] Cases count:16
9-47-9 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1694.4 Y:448.403 Z:14210
9-47-9 | [INFO] AmmoBox_556x45_20Rnd
9-47-9 | [INFO] AmmoBox_762x39_20Rnd
9-47-9 | [INFO] AmmoBox_762x54_20Rnd
9-47-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-47-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
10-32-9 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
10-32-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
10-32-9 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
10-32-9 | [INFO] Cases count:9
10-32-9 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
10-32-9 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8040.3 Y:340.252 Z:14611.3
10-32-9 | [INFO] M4A1
10-32-9 | [INFO] Mag_STANAG_30Rnd
10-32-9 | [INFO] Mag_STANAGCoupled_30Rnd
10-32-9 | [INFO] M4_CarryHandleOptic
10-32-9 | [INFO] M4_CQBBttstck
10-32-9 | [INFO] M4_RISHndgrd
10-32-9 | [INFO] ToxicCure
10-32-9 | [INFO] AmmoBox_545x39_20Rnd
10-32-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
10-32-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
10-32-9 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
10-32-9 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
10-32-9 | [INFO] Cases count:16
10-32-9 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1705.13 Y:452.415 Z:14171.1
10-32-9 | [INFO] AK74
10-32-9 | [INFO] AK_RailHndgrd_Black
10-32-9 | [INFO] AK_Bayonet
10-32-9 | [INFO] AK_FoldingBttstck_Black
10-32-9 | [INFO] FAL
10-32-9 | [INFO] Fal_FoldingBttstck
10-32-9 | [INFO] Fal_OeBttstck
10-32-9 | [INFO] Mag_FAL_20Rnd
10-32-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
10-32-9 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
11-17-14 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
11-17-14 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
11-17-14 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
11-17-14 | [INFO] Cases count:9
11-17-14 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:8028.43 Y:339.823 Z:14642.8
11-17-14 | [INFO] ToxicCure
11-17-14 | [INFO] AmmoBox_545x39_20Rnd
11-17-14 | [INFO] AmmoBox_762x39_20Rnd
11-17-14 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
11-17-14 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
11-17-14 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
11-17-14 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
11-17-14 | [INFO] Cases count:16
11-17-14 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
11-17-14 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1396.58 Y:464.58 Z:14450.6
11-17-14 | [INFO] SVD
11-17-14 | [INFO] Mag_SVD_10Rnd
11-17-14 | [INFO] AK74
11-17-14 | [INFO] AK_RailHndgrd_Black
11-17-14 | [INFO] AK74_WoodBttstck
11-17-14 | [INFO] AK_FoldingBttstck_Black
11-17-14 | [INFO] FAL
11-17-14 | [INFO] Fal_FoldingBttstck
11-17-14 | [INFO] Fal_OeBttstck
11-17-14 | [INFO] ACOGOptic
11-17-14 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
11-17-14 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
12-2-14 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
12-2-14 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
