Creation Time: 2021_9_3-9-2-18
9-2-18 | [INFO] TZToxicZoneCore - Started ! => Loading config...
9-2-18 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
9-2-18 | [INFO] TZToxicZoneServer - Started
9-2-57 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
9-2-58 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
9-2-58 | [INFO] [LOOTSYSTEM]: TZCreature equal to 0!
9-2-58 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
9-2-58 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
9-2-58 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
9-2-58 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
9-2-58 | [INFO] Cases count:9
9-2-58 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7832.35 Y:357.1 Z:14794
9-2-58 | [INFO] SVD
9-2-58 | [INFO] AK74
9-2-58 | [INFO] AK_RailHndgrd_Black
9-2-58 | [INFO] AK74_WoodBttstck
9-2-58 | [INFO] AK_Bayonet
9-2-58 | [INFO] AK_FoldingBttstck_Black
9-2-58 | [INFO] Mag_AK74_30Rnd
9-2-58 | [INFO] ToxicCure
9-2-58 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-2-58 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
9-2-58 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
9-2-58 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
9-2-58 | [INFO] Cases count:16
9-2-58 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
9-2-58 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1396.58 Y:464.58 Z:14450.6
9-2-58 | [INFO] SVD
9-2-58 | [INFO] AK74
9-2-58 | [INFO] AK_RailHndgrd_Black
9-2-58 | [INFO] AK_Bayonet
9-2-58 | [INFO] AK_FoldingBttstck_Black
9-2-58 | [INFO] Mag_AK74_30Rnd
9-2-58 | [INFO] AmmoBox_545x39_20Rnd
9-2-58 | [INFO] AmmoBox_556x45_20Rnd
9-2-58 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-2-58 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
9-47-58 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
9-47-58 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
9-47-58 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
9-47-58 | [INFO] Cases count:9
9-47-58 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
9-47-58 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8029.16 Y:339.823 Z:14642.8
9-47-58 | [INFO] ToxicCure
9-47-58 | [INFO] AmmoBox_545x39_20Rnd
9-47-58 | [INFO] AmmoBox_556x45_20Rnd
9-47-58 | [INFO] AmmoBox_762x39_20Rnd
9-47-58 | [INFO] AmmoBox_762x54_20Rnd
9-47-58 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-47-58 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
9-47-58 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
9-47-58 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
9-47-58 | [INFO] Cases count:16
9-47-58 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1534.48 Y:452.701 Z:14176.8
9-47-58 | [INFO] M4A1
9-47-58 | [INFO] M4_CarryHandleOptic
9-47-58 | [INFO] M4_CQBBttstck
9-47-58 | [INFO] M4_MPBttstck
9-47-58 | [INFO] M4_Suppressor
9-47-58 | [INFO] AmmoBox_556x45_20Rnd
9-47-58 | [INFO] AmmoBox_762x39_20Rnd
9-47-58 | [INFO] AmmoBox_762x54_20Rnd
9-47-58 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-47-58 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
10-33-3 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
10-33-3 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
10-33-3 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
10-33-3 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
10-33-3 | [INFO] Cases count:9
10-33-3 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7928.9 Y:340.478 Z:14670
10-33-3 | [INFO] SVD
10-33-3 | [INFO] PSO1Optic
10-33-3 | [INFO] Mag_SVD_10Rnd
10-33-3 | [INFO] AK74
10-33-3 | [INFO] AK74_WoodBttstck
10-33-3 | [INFO] AK_Bayonet
10-33-3 | [INFO] AK_FoldingBttstck_Black
10-33-3 | [INFO] AK_Suppressor
10-33-3 | [INFO] Mag_AK74_30Rnd
10-33-3 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
10-33-3 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
10-33-3 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
10-33-3 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
10-33-3 | [INFO] Cases count:16
10-33-3 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1386.16 Y:464.569 Z:14422.1
10-33-3 | [INFO] AmmoBox_545x39_20Rnd
10-33-3 | [INFO] AmmoBox_556x45_20Rnd
10-33-3 | [INFO] AmmoBox_762x39_20Rnd
10-33-3 | [INFO] AmmoBox_762x54_20Rnd
10-33-3 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
10-33-3 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
