Creation Time: 2021_8_23-7-32-22
7-32-22 | [INFO] TZToxicZoneCore - Started ! => Loading config...
7-32-22 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
7-32-22 | [INFO] TZToxicZoneServer - Started
7-32-58 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
7-32-59 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
7-32-59 | [INFO] [LOOTSYSTEM]: TZCreature equal to 0!
7-32-59 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
7-32-59 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
7-32-59 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
7-32-59 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
7-32-59 | [INFO] Cases count:9
7-32-59 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:8028.43 Y:339.823 Z:14642.8
7-32-59 | [INFO] AK74
7-32-59 | [INFO] AK_Bayonet
7-32-59 | [INFO] AK_FoldingBttstck_Black
7-32-59 | [INFO] AK_Suppressor
7-32-59 | [INFO] Mag_AK74_30Rnd
7-32-59 | [INFO] AmmoBox_545x39_20Rnd
7-32-59 | [INFO] AmmoBox_556x45_20Rnd
7-32-59 | [INFO] AmmoBox_762x39_20Rnd
7-32-59 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
7-32-59 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
7-32-59 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
7-32-59 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
7-32-59 | [INFO] Cases count:16
7-32-59 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1674.71 Y:445.625 Z:13883.6
7-32-59 | [INFO] SVD
7-32-59 | [INFO] PSO1Optic
7-32-59 | [INFO] ToxicCure
7-32-59 | [INFO] AmmoBox_545x39_20Rnd
7-32-59 | [INFO] AmmoBox_556x45_20Rnd
7-32-59 | [INFO] AmmoBox_762x39_20Rnd
7-32-59 | [INFO] AmmoBox_762x54_20Rnd
7-32-59 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
7-32-59 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
8-18-4 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: TZCreature has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
8-18-4 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
8-18-4 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
8-18-4 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
8-18-4 | [INFO] Cases count:9
8-18-4 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8010.2 Y:340.288 Z:14654.2
8-18-4 | [INFO] AKM
8-18-4 | [INFO] Mag_AKM_30Rnd
8-18-4 | [INFO] AK_PlasticHndgrd
8-18-4 | [INFO] M4A1
8-18-4 | [INFO] Mag_STANAG_30Rnd
8-18-4 | [INFO] Mag_STANAGCoupled_30Rnd
8-18-4 | [INFO] M4_CarryHandleOptic
8-18-4 | [INFO] M4_CQBBttstck
8-18-4 | [INFO] M4_MPBttstck
8-18-4 | [INFO] M4_MPHndgrd
8-18-4 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
